scientific_name,common_name,status,kingdom,class,act,nsw,nt,qld,sa,tas,vic,wa,group
Gymnobelideus leadbeateri,Leadbeater's Possum,Critically Endangered,Animalia,Mammalia,0,0,0,0,0,0,1,0,Mammals
Gyrostemon reticulatus,Net-veined Gyrostemon,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Habenaria maccraithii,Whiskered Rein Orchid,Endangered,Plantae,Liliopsida,0,0,0,1,0,0,0,0,Plants
Hakea aculeata,Column Hakea,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hakea archaeoides,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hakea dohertyi,Kowmung Hakea,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hakea fraseri,"Gnarled Corkbark, Fraser's Hakea",Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hakea maconochieana,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Hakea macrorrhyncha,-,Endangered,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Hakea megalosperma,Lesueur Hakea,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hakea pulvinifera,Lake Keepit Hakea,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hakea trineura,Three-veined Hakea,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Haliotis rubiginosa,Lord Howe Abalone,Critically Endangered,Animalia,Gastropoda,0,1,0,0,0,0,0,0,Invertebrates
Halobaena caerulea,Blue Petrel,Vulnerable,Animalia,Aves,0,1,0,1,1,1,1,1,Birds
Haloragis exalata subsp. exalata,"Wingless Raspwort, Square Raspwort",Vulnerable,Plantae,Magnoliopsida,0,1,0,0,1,0,1,0,Plants
Haloragis exalata subsp. velutina,Tall Velvet Sea-berry,Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Haloragis eyreana,Prickly Raspwort,Endangered,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Haloragis platycarpa,Broad-fruited Haloragis,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Haloragodendron lucasii,Hal,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Harrisoniascincus zia,Rainforest Cool-skink,Vulnerable,Animalia,Reptilia,0,1,0,1,0,0,0,0,Reptiles
Heleioporus australiacus australiacus,"Giant Burrowing Frog, Eastern Owl Frog",Endangered,Animalia,Amphibia,0,1,0,0,0,0,0,0,Frogs
Heleioporus australiacus flavopunctatus,"Southern Owl Frog, Southern Giant Burrowing Frog",Endangered,Animalia,Amphibia,0,1,0,0,0,0,1,0,Frogs
Helichrysum calvertianum,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Helicteres macrothrix,-,Endangered,Plantae,Magnoliopsida,0,0,1,0,0,0,0,0,Plants
Hemiandra gardneri,Red Snakebush,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hemiandra rutilans,"Sargents Snakebush, Colourful Snakebush",Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hemiaspis damelii,Grey Snake,Endangered,Animalia,Reptilia,0,1,0,1,0,0,0,0,Reptiles
Hemibelideus lemuroides,Lemuroid Ringtail Possum,Endangered,Animalia,Mammalia,0,0,0,1,0,0,0,0,Mammals
Hemigenia ramosissima,Branched Hemigenia,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hensmania chapmanii,Chapman's Hensmania,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Hesperocolletes douglasi,"Douglas' Broad-headed Bee, Rottnest Bee",Critically Endangered,Animalia,Insecta,0,0,0,0,0,0,0,1,Invertebrates
Hexaspora pubescens,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Hibbertia abyssus,Bandalup Buttercup,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hibbertia acaulothrix,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hibbertia basaltica,Basalt Guinea-flower,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Hibbertia circinata,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hibbertia cistiflora subsp. quadristaminea,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hibbertia crispula,Ooldea Guinea-flower,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,1,Plants
Hibbertia humifusa subsp. debilis,Dergholm Guinea-flower,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Hibbertia humifusa subsp. erigens,Euroa Guinea-flower,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Hibbertia marginata,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hibbertia praemorsa,Bundanoon Guinea-flower,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hibbertia priceana,-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hibbertia puberula subsp. glabrescens,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hibbertia sp. Toolbrunup (J.R.Wheeler 2504),-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hibbertia spanantha,Julian's Hibbertia,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hibbertia superans,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hibbertia tenuis,Yundi Guinea-flower,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Hibbertia wheelerae,Wheeler's Buttercup,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hibiscus brennanii,a shrub,Vulnerable,Plantae,Magnoliopsida,0,0,1,0,0,0,0,0,Plants
Hibiscus cravenii,-,Vulnerable,Plantae,Magnoliopsida,0,0,1,0,0,0,0,0,Plants
Hibiscus insularis,Phillip Island Hibiscus,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Hicksbeachia pinnatifolia,"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",Endangered,Animalia,Actinopterygii,0,1,0,1,0,0,0,0,Fish
Hipposideros inornatus,Arnhem Leaf-nosed Bat,Endangered,Animalia,Mammalia,0,0,1,0,0,0,0,0,Mammals
Hipposideros semoni,"Semon's Leaf-nosed Bat, Greater Wart-nosed Horseshoe-bat",Vulnerable,Animalia,Mammalia,0,0,0,1,0,0,0,0,Mammals
Hirundapus caudacutus,White-throated Needletail,Vulnerable,Animalia,Aves,1,1,0,1,1,1,1,0,Birds
Homopholis belsonii,Belson's Panic,Vulnerable,Plantae,Liliopsida,0,1,0,1,0,0,0,0,Plants
Homoranthus bebo,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Homoranthus bruhlii,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Homoranthus croftianus,Bolivia Homoranthus,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Homoranthus darwinioides,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Homoranthus decumbens,a shrub,Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Homoranthus elusus,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Homoranthus floydii,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Homoranthus lunatus,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Homoranthus montanus,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Homoranthus porteri,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Homoranthus prolixus,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Hoplocephalus bungaroides,Broad-headed Snake,Endangered,Animalia,Reptilia,0,1,0,0,0,0,0,0,Reptiles
Hoplogonus bornemisszai,Bornemissza's Stag Beetle,Critically Endangered,Animalia,Insecta,0,0,0,0,0,1,0,0,Invertebrates
Hoplogonus simsoni,Simson's Stag Beetle,Vulnerable,Animalia,Insecta,0,0,0,0,0,1,0,0,Invertebrates
Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,Vulnerable,Animalia,Insecta,0,0,0,0,0,1,0,0,Invertebrates
Hoya australis subsp. oramicola,a vine,Vulnerable,Plantae,Magnoliopsida,0,0,1,0,0,0,0,0,Plants
Hybanthus cymulosus,Ninghan Violet,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hydriastele costata,a palm,Vulnerable,Plantae,Liliopsida,0,0,0,1,0,0,0,0,Plants
Hylacola cauta halmaturina,Shy Heathwren (Kangaroo Island),Vulnerable,Animalia,Aves,0,0,0,0,1,0,0,0,Birds
Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),-,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hypocalymma longifolium,Long-leaved Myrtle,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hypocalymma sp. Cascade (R.Bruhn 20896),-,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hypocalymma sylvestre,chittering Myrtle,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Hypochrysops piceatus,Bulloak Jewel Butterfly,Critically Endangered,Animalia,Insecta,0,0,0,1,0,0,0,0,Invertebrates
Hypolepis dicksonioides,"Downy Ground-fern, Brake Fern, Ground Fern",Vulnerable,Plantae,Polypodiatae,0,0,0,0,0,0,0,0,Plants
Hypolepis distans,Scrambling Ground-fern,Endangered,Plantae,Polypodiatae,0,0,0,0,0,1,0,0,Plants
Hypotaenidia philippensis andrewsi,"Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan",Endangered,Animalia,Aves,0,0,0,0,0,0,0,0,Birds
Hypotaenidia sylvestris,Lord Howe Woodhen,Endangered,Animalia,Aves,0,1,0,0,0,0,0,0,Birds
Hypseleotris gymnocephala,Bald Carp Gudgeon,Critically Endangered,Animalia,Actinopterygii,0,1,0,0,0,0,0,0,Fish
Hyridella glenelgensis,Glenelg Freshwater Mussel,Critically Endangered,Animalia,Bivalvia,0,0,0,0,0,0,1,0,Other
Idiosoma nigrum,"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",Vulnerable,Animalia,Arachnida,0,0,0,0,0,0,0,1,Invertebrates
Ileostylus micranthus,Mistletoe,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Indigofera efoliata,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Irenepharsus trypherus,"Delicate Cress, Illawarra Irene",Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Isoglossa eranthemoides,Isoglossa,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Isoodon auratus auratus,Golden Bandicoot (mainland),Vulnerable,Animalia,Mammalia,0,1,1,1,1,0,1,1,Mammals
Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),Vulnerable,Animalia,Mammalia,0,0,0,0,0,0,0,1,Mammals
Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),Vulnerable,Animalia,Mammalia,0,0,0,0,1,0,0,0,Mammals
Isoodon obesulus obesulus,"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)",Endangered,Animalia,Mammalia,1,1,0,0,1,0,1,0,Mammals
Isopogon fletcheri,Fletcher's Drumsticks,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Isopogon robustus,Robust Coneflower,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Isopogon uncinatus,"Albany Cone Bush, Hook-leaf Isopogon",Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Ixodia achillaeoides subsp. arenicola,"Sand Ixodia, Ixodia",Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,1,0,Plants
Jacksonia pungens,Pungent Jacksonia,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Jacksonia quairading,"Quairading Jacksonia, Quairading Stinkwood",Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Jacksonia velveta,Collie Jacksonia,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Kardomia granitica,a shrub,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Kardomia prominens,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Kardomia silvestris,Woodland Babingtonia,Endangered,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Kelleria bogongensis,Kelleria,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Kennedia glabrata,Northcliffe Kennedia,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Kennedia lateritia,Augusta Kennedia,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Kennedia retrorsa,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Keyacris scurra,Key's Matchstick Grasshopper,Endangered,Animalia,Insecta,1,1,0,0,0,0,1,0,Invertebrates
Kumonga exleyi,Cape Range Remipede,Vulnerable,Animalia,Remipedia,0,0,0,0,0,0,0,1,Other
Kunzea cambagei,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Kunzea ericifolia subsp. subulata,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Kunzea juniperoides subsp. pernervosa,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Kunzea rupestris,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Kunzea similis subsp. similis,-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Lachnagrostis limitanea,"Spalding Blown Grass, Spalding Blowngrass",Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Lagorchestes conspicillatus conspicillatus,Spectacled Hare-wallaby (Barrow Island),Vulnerable,Animalia,Mammalia,0,0,0,0,0,0,0,1,Mammals
Lagorchestes hirsutus bernieri,Rufous Hare-wallaby (Bernier Island),Vulnerable,Animalia,Mammalia,0,0,0,0,0,0,0,1,Mammals
Lagorchestes hirsutus Central Australian subspecies,"Mala, Rufous Hare-Wallaby (Central Australia)",Endangered,Animalia,Mammalia,0,0,1,1,1,0,0,1,Mammals
Lagorchestes hirsutus dorreae,Rufous Hare-wallaby (Dorre Island),Vulnerable,Animalia,Mammalia,0,0,0,0,0,0,0,1,Mammals
Lagostrophus fasciatus fasciatus,"Banded Hare-wallaby, Merrnine, Marnine, Munning",Vulnerable,Animalia,Mammalia,0,0,0,0,0,0,0,1,Mammals
Lambertia echinata subsp. echinata,Prickly Honeysuckle,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Lambertia echinata subsp. occidentalis,Western Prickly Honeysuckle,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Lambertia fairallii,Fairall's Honeysuckle,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Lambertia orbifolia,Roundleaf Honeysuckle,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Lampropholis elongata,Long Sunskink,Critically Endangered,Animalia,Reptilia,0,1,0,0,0,0,0,0,Reptiles
Lasiopetalum joyceae,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Lasiopetalum longistamineum,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Lasiopetalum pterocarpum,Wing-fruited Lasiopetalum,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Lasiopetalum rotundifolium,Round-leaf Lasiopetalum,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Lasiopetalum sp. Mount Caroline (S.D.Hopper SDH 6381),-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Lasiopetalum sp. Proston (J.A.Baker 17),Proston Lasiopetalum,Critically Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Lasiorhinus krefftii,"Northern Hairy-nosed Wombat, Yaminon",Critically Endangered,Animalia,Mammalia,0,1,0,1,0,0,0,0,Mammals
Lastreopsis calantha,"Shield-fern, Shieldfern",Endangered,Plantae,Polypodiatae,0,0,0,0,0,0,0,0,Plants
Lastreopsis walleri,a fern,Vulnerable,Plantae,Polypodiatae,0,0,0,1,0,0,0,0,Plants
Lathamus discolor,Swift Parrot,Critically Endangered,Animalia,Aves,1,1,0,1,1,1,1,0,Birds
Latrobea colophona,-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Lawrencia buchananensis,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Lechenaultia chlorantha,Kalbarri Leschenaultia,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Lechenaultia laricina,Scarlet Leschenaultia,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Leichhardtia araujacea,-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Leiocarpa gatesii,Wrinkled Buttons,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Leionema ceratogynum,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leionema equestre,Kangaroo Island Phebalium,Endangered,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Leionema lachnaeoides,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leionema lamprophyllum subsp. fractum,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leionema obtusifolium,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Leionema ralstonii,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leionema sympetalum,Rylstone Bell,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leionema westonii,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leioproctus douglasiellus,a short-tongued bee,Critically Endangered,Animalia,Insecta,0,0,0,0,0,0,0,1,Invertebrates
Leipoa ocellata,Malleefowl,Vulnerable,Animalia,Aves,0,1,1,0,1,0,1,1,Birds
Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Lepidium aschersonii,Spiny Peppercress,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,1,1,Plants
Lepidium ginninderrense,Ginninderra Peppercress,Critically Endangered,Plantae,Magnoliopsida,1,0,0,0,0,0,0,0,Plants
Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Endangered,Plantae,Magnoliopsida,1,1,0,0,0,1,1,0,Plants
Lepidium monoplocoides,Winged Pepper-cress,Endangered,Plantae,Magnoliopsida,0,1,0,1,1,0,1,0,Plants
Lepidium peregrinum,Wandering Pepper-cress,Endangered,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Lepidium pseudopapillosum,Erect Pepper-cress,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,1,0,Plants
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,Animalia,Reptilia,0,1,1,1,0,0,0,1,Reptiles
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",Critically Endangered,Animalia,Reptilia,0,0,0,0,0,0,0,0,Reptiles
Lepidorrhachis mooreana,"Little Mountain Palm, Moorei Palm",Critically Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Lepidosperma rostratum,Beaked Lepidosperma,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",Vulnerable,Animalia,Mammalia,0,1,0,0,1,0,0,1,Mammals
Leptomeria dielsiana,Diels' Currant Bush,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Leptospermum benwellii,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leptospermum crassifolium,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leptospermum deanei,Deane's Tea-tree,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leptospermum jingera,Stringybark Tea-tree,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Leptospermum petraeum,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leptospermum thompsonii,Monga Tea-tree,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Lerista allanae,"Allan's Lerista, Retro Slider",Endangered,Animalia,Reptilia,0,0,0,1,0,0,0,0,Reptiles
Lerista colliveri,Nubbined Fine-lined Slider,Endangered,Animalia,Reptilia,0,0,0,1,0,0,0,0,Reptiles
Lerista nevinae,Nevin's Slider,Endangered,Animalia,Reptilia,0,0,0,0,0,0,0,1,Reptiles
Lerista rochfordensis,Rochford Slider,Endangered,Animalia,Reptilia,0,0,0,1,0,0,0,0,Reptiles
Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Vulnerable,Animalia,Reptilia,0,0,0,1,0,0,0,0,Reptiles
Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",Vulnerable,Animalia,Aves,0,0,0,0,0,0,0,0,Birds
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),Vulnerable,Animalia,Aves,0,0,0,0,0,1,0,0,Birds
Leucochrysum albicans subsp. tricolor,"Hoary Sunray, Grassland Paper-daisy",Endangered,Plantae,Magnoliopsida,1,1,0,1,0,1,1,0,Plants
Leucopatus anophthalmus,Blind Velvet Worm,Endangered,Animalia,Onychophora (no class),0,0,0,0,0,1,0,0,Other
Leucopogon confertus,Torrington Beard-heath,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leucopogon exolasius,Woronora Beard-heath,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Leucopogon gnaphalioides,Stirling Range Beard Heath,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Leucopogon marginatus,Thick-margined Leucopogon,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Leucopogon nitidus,-,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Leucopogon obtectus,Hidden Beard-heath,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Leucopogon sp. Coolmunda (D.Halford Q1635),-,Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Leucopogon sp. Ongerup (A.S.George 16682),-,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Leucopogon spectabilis,Ironstone Beard-heath,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Liasis olivaceus barroni,Pilbara Olive Python,Vulnerable,Animalia,Reptilia,0,0,0,0,0,0,0,1,Reptiles
Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Critically Endangered,Animalia,Aves,0,0,0,0,0,0,1,0,Birds
Limnodromus semipalmatus,Asian Dowitcher,Vulnerable,Animalia,Aves,0,1,1,1,0,0,0,1,Birds
Limonium australe var. baudinii,Baudin's Sea-lavender,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Limosa lapponica baueri,"Nunivak Bar-tailed Godwit, Western Alaskan Bar-tailed Godwit",Endangered,Animalia,Aves,0,1,1,1,1,1,1,1,Birds
Limosa lapponica menzbieri,"Northern Siberian Bar-tailed Godwit, Russkoye Bar-tailed Godwit",Endangered,Animalia,Aves,0,0,1,1,0,0,0,1,Birds
Limosa limosa,Black-tailed Godwit,Endangered,Animalia,Aves,0,1,1,1,1,1,1,1,Birds
Limosella granitica,Granite Mudwort,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Lindsaea pulchella var. blanda,-,Vulnerable,Plantae,Polypodiatae,0,0,0,1,0,0,0,0,Plants
Liopholis guthega,Guthega Skink,Endangered,Animalia,Reptilia,0,1,0,0,0,0,1,0,Reptiles
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji, Tjalapa, Nampu",Vulnerable,Animalia,Reptilia,0,0,1,0,1,0,0,1,Reptiles
Liopholis montana,Mountain Skink,Endangered,Animalia,Reptilia,1,1,0,0,0,0,1,0,Reptiles
Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay Rock-skink",Vulnerable,Animalia,Reptilia,0,0,0,0,0,0,0,1,Reptiles
Liopholis slateri slateri,"Slater's Skink, Floodplain Skink",Endangered,Animalia,Reptilia,0,0,1,0,0,0,0,0,Reptiles
Lissolepis coventryi,"Swamp Skink, Eastern Mourning Skink",Endangered,Animalia,Reptilia,0,1,0,0,1,0,1,0,Reptiles
Lissotes latidens,"Broad-toothed Stag Beetle, Wielangta Stag Beetle",Endangered,Animalia,Insecta,0,0,0,0,0,1,0,0,Invertebrates
Litoria aurea,Green and Golden Bell Frog,Vulnerable,Animalia,Amphibia,1,1,0,0,0,0,1,0,Frogs
Litoria booroolongensis,Booroolong Frog,Endangered,Animalia,Amphibia,1,1,0,0,0,0,1,0,Frogs
Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Critically Endangered,Animalia,Amphibia,1,1,0,0,0,0,0,0,Frogs
Litoria daviesae,Davies' Tree Frog,Vulnerable,Animalia,Amphibia,0,1,0,0,0,0,0,0,Frogs
Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",Vulnerable,Animalia,Amphibia,0,0,0,1,0,0,0,0,Frogs
