scientific_name,common_name,status,kingdom,class,act,nsw,nt,qld,sa,tas,vic,wa,group
Galaxiella nigrostriata,"Blackstriped Dwarf Galaxias, Black-stripe Minnow",Endangered,Animalia,Actinopterygii,0,0,0,0,0,0,0,1,Fish
Galaxiella pusilla,"Eastern Dwarf Galaxias, Dwarf Galaxias",Endangered,Animalia,Actinopterygii,0,0,0,0,0,1,1,0,Fish
Galium antarcticum,Subantarctic Bedstraw,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Gallinago hardwickii,"Latham's Snipe, Japanese Snipe",Vulnerable,Animalia,Aves,1,1,0,1,1,1,1,0,Birds
Gardenia actinocarpa,-,Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Gardenia psidioides,Hann Gardenia,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Gastrolobium appressum,Scale-leaf Poison,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Gastrolobium argyrotrichum,Metricup Pea,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Gastrolobium diabolophyllum,Bodallin Poison,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Gastrolobium glaucum,"Spike Poison, Wongan Poison",Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
